repo,sha,author,date,message,additions,deletions,total_changes,url
pygame/pygame,85fda3f719d437cf27106afae8c890e6b88ba5f5,illume,2025-10-05 23:15:46+00:00,"Merge pull request #4587 from x746e/patch-1

Minor punctuation fix in newbieguide.rst",3,3,6,https://github.com/pygame/pygame/commit/85fda3f719d437cf27106afae8c890e6b88ba5f5
pygame/pygame,86582804002f868fc8915505d0d2af90264871b6,illume,2025-10-05 23:02:23+00:00,"Merge pull request #4348 from pygame/v2.6.1

2.6.1",3,3,6,https://github.com/pygame/pygame/commit/86582804002f868fc8915505d0d2af90264871b6
pygame/pygame,907e03498d20ee6fa7f5f0bbab2cca9993490e58,illume,2025-10-05 23:01:39+00:00,"Merge pull request #4561 from rrtxt/update-vector2-docs

docs: add Vector2 dot using  (*) operator in documentation",4,0,4,https://github.com/pygame/pygame/commit/907e03498d20ee6fa7f5f0bbab2cca9993490e58
pygame/pygame,c77a5d7a72c21c649ab62640ba577ff45e5f6b6d,illume,2025-10-05 19:45:28+00:00,"Merge pull request #4599 from pygame/py314-win

buildconfig/appveyor: Add python 3.14 build",131,20,151,https://github.com/pygame/pygame/commit/c77a5d7a72c21c649ab62640ba577ff45e5f6b6d
pygame/pygame,7abdc44f07fd444c682f9e7ce80a2b408cc85c5b,illume,2025-10-05 19:45:01+00:00,"Merge pull request #4601 from pygame/upload-artifact

github: Update upload-artifact to v4, Ubuntu to 22.04 and MacOS to 13",13,13,26,https://github.com/pygame/pygame/commit/7abdc44f07fd444c682f9e7ce80a2b408cc85c5b
pygame/pygame,8a6e02e7ae6c625ea79ba9a93109c8cff3ec67a8,illume,2025-10-05 19:33:45+00:00,github: build-macos: Update actions/cache to use v4 not 4.0.2,3,3,6,https://github.com/pygame/pygame/commit/8a6e02e7ae6c625ea79ba9a93109c8cff3ec67a8
pygame/pygame,3b889f84bc0c00572eb24fb58b5483cf7ab3cc63,illume,2025-10-05 19:29:40+00:00,"github: build-macos: Update macos-12 to macos-13

Because github runners are not running for macos-12.",2,2,4,https://github.com/pygame/pygame/commit/3b889f84bc0c00572eb24fb58b5483cf7ab3cc63
pygame/pygame,f01bb16bc7847a87e00f245eeaae490635267d94,illume,2025-10-05 19:27:05+00:00,github: Update Ubuntu 20.04 jobs to use 22.04,3,3,6,https://github.com/pygame/pygame/commit/f01bb16bc7847a87e00f245eeaae490635267d94
pygame/pygame,c2fd56cca8f8046beaa5d4bb933f49f4bd4146b9,illume,2025-10-05 19:18:49+00:00,github: Update upload-artifact to v4,5,5,10,https://github.com/pygame/pygame/commit/c2fd56cca8f8046beaa5d4bb933f49f4bd4146b9
pygame/pygame,ac69c0be7e165d967123ffaf2075f81357a5a25e,illume,2025-10-05 15:09:07+00:00,"freetype_test: mask_test: rwobject_test: Change ref counts for py 3.14

Are these correct? I don't know.

But apparently the garbage collector changed and reference counts
changed.",89,18,107,https://github.com/pygame/pygame/commit/ac69c0be7e165d967123ffaf2075f81357a5a25e
pygame/pygame,42706b3917c1e20d1570302e50176d6a6b783206,illume,2025-10-04 14:53:24+00:00,"buildconfig/appveyor: Fix InstallPythonEXE function for 3.14rc3

It seems the python installer does not work with target path
any more.",27,1,28,https://github.com/pygame/pygame/commit/42706b3917c1e20d1570302e50176d6a6b783206
pygame/pygame,eb97ea69d51527f2b39af0632e579002dde47d86,illume,2025-10-04 14:45:18+00:00,buildconfig/appveyor: Add python 3.14 build,16,2,18,https://github.com/pygame/pygame/commit/eb97ea69d51527f2b39af0632e579002dde47d86
pygame/pygame,8ad430838d0804e5933313ae7d92a1e2b6856d08,x746e,2025-09-17 04:34:21+00:00,Minor punctuation fix in newbieguide.rst,3,3,6,https://github.com/pygame/pygame/commit/8ad430838d0804e5933313ae7d92a1e2b6856d08
pygame/pygame,9472cf933d8ef771c301e9c5973bc4e08c595aa1,rrtxt,2025-08-27 05:55:42+00:00,docs: add Vector2 dot using  (*) operator in documentation,4,0,4,https://github.com/pygame/pygame/commit/9472cf933d8ef771c301e9c5973bc4e08c595aa1
pygame/pygame,79807da84c9bacf8df5a177763e14c924e3b15e2,illume,2024-09-29 14:17:36+00:00,"Merge pull request #4352 from pygame/cython_only

setup: Fix cython_only command",10,9,19,https://github.com/pygame/pygame/commit/79807da84c9bacf8df5a177763e14c924e3b15e2
pygame/pygame,e32de3597b65e602f326011ebae1baeb646d813f,illume,2024-09-29 14:16:57+00:00,"Merge pull request #4351 from pygame/fix-manylinux

manylinux: Add python 3.13 and setuptools/wheel deps",4,3,7,https://github.com/pygame/pygame/commit/e32de3597b65e602f326011ebae1baeb646d813f
pygame/pygame,76ab5018dd8ee997ad263d3a62008e358ae2b3d0,illume,2024-09-29 13:44:35+00:00,setup: Fix cython_only command,10,9,19,https://github.com/pygame/pygame/commit/76ab5018dd8ee997ad263d3a62008e358ae2b3d0
pygame/pygame,d82c9b40484c4df5db17b884a968bad7839297d4,illume,2024-09-29 13:43:41+00:00,manylinux: Add python 3.13 and setuptools/wheel deps,4,3,7,https://github.com/pygame/pygame/commit/d82c9b40484c4df5db17b884a968bad7839297d4
pygame/pygame,b92c0da9d1b5eba6c813138790fc1ab6cea0252c,illume,2024-09-29 08:33:25+00:00,2.6.1,3,3,6,https://github.com/pygame/pygame/commit/b92c0da9d1b5eba6c813138790fc1ab6cea0252c
pygame/pygame,9961a288636d86f39358eb1669e27ab213bcdbdd,illume,2024-09-29 09:24:37+00:00,"Merge pull request #4350 from pygame/old-pypy

manylinux: Remove old pypy 3.7",1,1,2,https://github.com/pygame/pygame/commit/9961a288636d86f39358eb1669e27ab213bcdbdd
pygame/pygame,80644be649ff8d27d62c06779f36170ac05b6d4b,illume,2024-09-29 09:21:34+00:00,manylinux: Remove old pypy 3.7,1,1,2,https://github.com/pygame/pygame/commit/80644be649ff8d27d62c06779f36170ac05b6d4b
pygame/pygame,8c4eb38a3e2a515f686f24bad28c5bd1942dccaf,illume,2024-09-29 09:00:33+00:00,"Merge pull request #4349 from pygame/fix-cython

github/build-*: Fix Cython version specifier",5,5,10,https://github.com/pygame/pygame/commit/8c4eb38a3e2a515f686f24bad28c5bd1942dccaf
pygame/pygame,656fe2ab3b6ee93676bf1c1ccb83b913afa501e3,illume,2024-09-29 08:56:58+00:00,"github/build-*: Fix Cython version specifier

Had typo in there meaning 3.0.0 was installed always.",5,5,10,https://github.com/pygame/pygame/commit/656fe2ab3b6ee93676bf1c1ccb83b913afa501e3
pygame/pygame,2a1f0b3db29db1e997efbaf7eb1755bbae638d8d,illume,2024-09-16 06:25:30+00:00,"Merge pull request #4321 from pygame/dependabot/github_actions/pypa/cibuildwheel-2.20.0

build(deps): bump pypa/cibuildwheel from 2.19.2 to 2.20.0",2,2,4,https://github.com/pygame/pygame/commit/2a1f0b3db29db1e997efbaf7eb1755bbae638d8d
pygame/pygame,790e9212f8bbcb04bd9f7910f0aba369abdcc677,illume,2024-09-15 14:32:23+00:00,"Merge pull request #4334 from pygame/313-2

buildconfig: Pin cython version to range",1,1,2,https://github.com/pygame/pygame/commit/790e9212f8bbcb04bd9f7910f0aba369abdcc677
pygame/pygame,3faec10cd6ba03a83437f55c5dd1c57fb9807f20,illume,2024-09-15 10:00:56+00:00,buildconfig: Pin cython version to range,1,1,2,https://github.com/pygame/pygame/commit/3faec10cd6ba03a83437f55c5dd1c57fb9807f20
pygame/pygame,560216e74b7cdfe143a9aff93fdd6616272d7387,dependabot[bot],2024-09-01 08:51:24+00:00,"build(deps): bump pypa/cibuildwheel from 2.19.2 to 2.20.0

Bumps [pypa/cibuildwheel](https://github.com/pypa/cibuildwheel) from 2.19.2 to 2.20.0.
- [Release notes](https://github.com/pypa/cibuildwheel/releases)
- [Changelog](https://github.com/pypa/cibuildwheel/blob/main/docs/changelog.md)
- [Commits](https://github.com/pypa/cibuildwheel/compare/v2.19.2...v2.20.0)

---
updated-dependencies:
- dependency-name: pypa/cibuildwheel
  dependency-type: direct:production
  update-type: version-update:semver-minor
...

Signed-off-by: dependabot[bot] <support@github.com>",2,2,4,https://github.com/pygame/pygame/commit/560216e74b7cdfe143a9aff93fdd6616272d7387
pygame/pygame,88475d861931ce515baba1115261a980ce332ece,illume,2024-09-01 08:50:23+00:00,"Merge pull request #4317 from pygame/313

buildconfig/appveyor: Python 3.13 for windows",28,9,37,https://github.com/pygame/pygame/commit/88475d861931ce515baba1115261a980ce332ece
pygame/pygame,27597ba2188424047d1061107f95a1e69f8f3e94,illume,2024-08-24 08:24:02+00:00,buildconfig/appveyor: Python 3.13 for windows,28,9,37,https://github.com/pygame/pygame/commit/27597ba2188424047d1061107f95a1e69f8f3e94
pygame/pygame,dc69e5d027b392aeca47ee01bc3cfbf9ee1d5bfa,illume,2024-08-18 07:11:04+00:00,"Merge pull request #4310 from PavloShutz/patch-1

Update SpriteIntro.rst",1,1,2,https://github.com/pygame/pygame/commit/dc69e5d027b392aeca47ee01bc3cfbf9ee1d5bfa
pygame/pygame,ebe595427192fb45f56344bfbb921035df9ad3ad,PavloShutz,2024-08-16 09:56:51+00:00,Update SpriteIntro.rst,1,1,2,https://github.com/pygame/pygame/commit/ebe595427192fb45f56344bfbb921035df9ad3ad
pygame/pygame,8d929587ec246e214408763e778ec2a1813c9ff7,illume,2024-07-07 12:53:32+00:00,"Merge pull request #4286 from pygame/cibuild

github: Bump cibuildwheel to v2.19.2",11,4,15,https://github.com/pygame/pygame/commit/8d929587ec246e214408763e778ec2a1813c9ff7
pygame/pygame,638876746cfd845f78b30dba72d5a8710c2c2c62,illume,2024-07-07 06:58:04+00:00,github: Bump cibuildwheel to v2.19.2,11,4,15,https://github.com/pygame/pygame/commit/638876746cfd845f78b30dba72d5a8710c2c2c62
pygame/pygame,4f2b9d7e4edb283b8762680c3d5902cd39db34d8,illume,2024-07-06 09:32:02+00:00,"Merge pull request #4281 from pygame/dependabot/github_actions/actions/checkout-4.1.7

build(deps): bump actions/checkout from 4.1.6 to 4.1.7",9,9,18,https://github.com/pygame/pygame/commit/4f2b9d7e4edb283b8762680c3d5902cd39db34d8
pygame/pygame,1f1f7cacc1340b9843459d72506f8adf6360f7ee,dependabot[bot],2024-07-01 03:05:49+00:00,"build(deps): bump actions/checkout from 4.1.6 to 4.1.7

Bumps [actions/checkout](https://github.com/actions/checkout) from 4.1.6 to 4.1.7.
- [Release notes](https://github.com/actions/checkout/releases)
- [Changelog](https://github.com/actions/checkout/blob/main/CHANGELOG.md)
- [Commits](https://github.com/actions/checkout/compare/v4.1.6...v4.1.7)

---
updated-dependencies:
- dependency-name: actions/checkout
  dependency-type: direct:production
  update-type: version-update:semver-patch
...

Signed-off-by: dependabot[bot] <support@github.com>",9,9,18,https://github.com/pygame/pygame/commit/1f1f7cacc1340b9843459d72506f8adf6360f7ee
pygame/pygame,eab4e8e5980ce564d0cab337817d0add3d5e6152,illume,2024-06-29 06:43:29+00:00,"Merge pull request #4277 from jakefrombay/main

Update sprite.rst",1,1,2,https://github.com/pygame/pygame/commit/eab4e8e5980ce564d0cab337817d0add3d5e6152
pygame/pygame,8390731bdf70364e2d3d92d9b8317ee2a63d39e8,jakefrombay,2024-06-28 03:43:21+00:00,Update sprite.rst,1,1,2,https://github.com/pygame/pygame/commit/8390731bdf70364e2d3d92d9b8317ee2a63d39e8
pygame/pygame,f122dd249d796527f3345e4c6a5bac4df0dd3fab,illume,2024-06-26 05:05:13+00:00,"Merge pull request #4276 from jakefrombay/main

grammar-fix",1,1,2,https://github.com/pygame/pygame/commit/f122dd249d796527f3345e4c6a5bac4df0dd3fab
pygame/pygame,e3162a5b6b8592c86fcb6d527c377944c43716b1,illume,2024-06-25 19:27:10+00:00,"Merge pull request #4273 from pygame/v2.6.0

2.6.0 -> 2.6.1.dev1",6,6,12,https://github.com/pygame/pygame/commit/e3162a5b6b8592c86fcb6d527c377944c43716b1
pygame/pygame,5e45f19006ec9ab74de3616ab2327a4909121d56,illume,2024-06-25 19:24:50+00:00,2.6.1.dev1,6,6,12,https://github.com/pygame/pygame/commit/5e45f19006ec9ab74de3616ab2327a4909121d56
pygame/pygame,9e6b2a760e3a59719af5a9ed4081308d23e945c8,illume,2024-06-25 12:34:48+00:00,2.6.0,3,3,6,https://github.com/pygame/pygame/commit/9e6b2a760e3a59719af5a9ed4081308d23e945c8
pygame/pygame,1af8609851d11752b43f2d220054fcd982e05a41,jakefrombay,2024-06-25 00:57:01+00:00,grammar-fix,1,1,2,https://github.com/pygame/pygame/commit/1af8609851d11752b43f2d220054fcd982e05a41
pygame/pygame,eea9ee49c737267d15ec94f92435f43cc21bf584,illume,2024-06-23 10:01:47+00:00,"Merge pull request #4271 from pygame/v2.6.0.dev2

2.6.0.dev2",17,6,23,https://github.com/pygame/pygame/commit/eea9ee49c737267d15ec94f92435f43cc21bf584
pygame/pygame,4820abbe67bf3423e3f44369d1e13ff5a318a9b8,illume,2024-06-23 10:00:57+00:00,2.6.0.dev3,3,3,6,https://github.com/pygame/pygame/commit/4820abbe67bf3423e3f44369d1e13ff5a318a9b8
pygame/pygame,c8cbc5ab600e6985e32a00bea4d6851f646efa45,illume,2024-06-23 08:03:42+00:00,buildconfig: Fix token,2,2,4,https://github.com/pygame/pygame/commit/c8cbc5ab600e6985e32a00bea4d6851f646efa45
pygame/pygame,c290bbd39cc3304373c7f1997febb8a7c4ba55bf,illume,2024-06-20 05:14:48+00:00,2.6.0.dev2,3,3,6,https://github.com/pygame/pygame/commit/c290bbd39cc3304373c7f1997febb8a7c4ba55bf
pygame/pygame,6a1098ea8d0e3b617331d91d553f3b84f42d380c,illume,2024-06-23 06:56:56+00:00,manylinux: Fix for glib,12,1,13,https://github.com/pygame/pygame/commit/6a1098ea8d0e3b617331d91d553f3b84f42d380c
pygame/pygame,227ef6a591ddda0456692c3f6265f5af11407e21,illume,2024-06-20 04:08:50+00:00,"Merge pull request #4270 from pygame/python3.13

Python the 13th",78,48,126,https://github.com/pygame/pygame/commit/227ef6a591ddda0456692c3f6265f5af11407e21
pygame/pygame,0d8c07575cb3cf24de285e5682c47a7263bec85e,illume,2024-06-19 19:02:08+00:00,"mixer_music_test: Disable flaky test

It's causing a test failure sometimes.",47,47,94,https://github.com/pygame/pygame/commit/0d8c07575cb3cf24de285e5682c47a7263bec85e
pygame/pygame,ffb0359df8321fdc8eed95e3c07ebc84642e172f,illume,2024-06-19 18:55:37+00:00,front_test: Fix unused import,0,1,1,https://github.com/pygame/pygame/commit/ffb0359df8321fdc8eed95e3c07ebc84642e172f
pygame/pygame,4b4d50ae43458f11da11d1b09a51f59843f69b97,illume,2024-06-19 17:03:37+00:00,math: Fix _PyArg_NoKeywords ifdef for python 3.13,4,1,5,https://github.com/pygame/pygame/commit/4b4d50ae43458f11da11d1b09a51f59843f69b97
pygame/pygame,f2cd999b2956b67ce60fdee1279f9e7a22dac1b9,illume,2024-06-19 17:01:17+00:00,"Merge pull request #4269 from hroncok/python3.13

Inline _PyArg_NoKeywords from Python 3.13 in case it is missing",28,0,28,https://github.com/pygame/pygame/commit/f2cd999b2956b67ce60fdee1279f9e7a22dac1b9
pygame/pygame,7f36fde05a8353268a520b78e0c9b6a22967aaf7,hroncok,2024-06-18 10:23:10+00:00,"Inline _PyArg_NoKeywords from Python 3.13 in case it is missing

Python 3.13 made this private:
https://github.com/python/cpython/pull/110966

Fixes https://github.com/pygame/pygame/issues/4099",28,0,28,https://github.com/pygame/pygame/commit/7f36fde05a8353268a520b78e0c9b6a22967aaf7
pygame/pygame,00f0c5793ddf22e6e3990d60e4e9f8a31f0258a0,illume,2024-06-17 06:09:40+00:00,"Merge pull request #4120 from son1ong/pygamefinalb1

README.rst: Improve contributing section and formatting",22,29,51,https://github.com/pygame/pygame/commit/00f0c5793ddf22e6e3990d60e4e9f8a31f0258a0
pygame/pygame,1d5aef077e822e7c8188cc5867ab734143bb200c,illume,2024-06-17 05:58:00+00:00,"Merge pull request #4127 from andemar3/main

Added unit tests for music_mixer.py",59,26,85,https://github.com/pygame/pygame/commit/1d5aef077e822e7c8188cc5867ab734143bb200c
pygame/pygame,764729ff6fe97f9a304da27d6ffd732aac3258be,illume,2024-06-17 05:56:47+00:00,"Merge pull request #4267 from pygame/msys-test-skip

mixer_test: Add skip for test failing on msys2",3,0,3,https://github.com/pygame/pygame/commit/764729ff6fe97f9a304da27d6ffd732aac3258be
pygame/pygame,c180aa2b6aed9565d1fdf5ac49e284190ff339cd,illume,2024-06-16 20:42:38+00:00,mixer_test: Add skip for test failing on msys2,3,0,3,https://github.com/pygame/pygame/commit/c180aa2b6aed9565d1fdf5ac49e284190ff339cd
pygame/pygame,65086c4c772d0f5ac720a0a6359e23921d3631c9,illume,2024-06-16 17:10:15+00:00,"Merge pull request #4266 from pygame/groupe_nantes

mixer_test: mixer_music_test: Add test for sound_from_array and rewind",28,4,32,https://github.com/pygame/pygame/commit/65086c4c772d0f5ac720a0a6359e23921d3631c9
pygame/pygame,d77459ceca147a95c3f6b557d21d125d4ae44713,illume,2024-06-16 16:40:08+00:00,mixer_music_test: Format code,4,4,8,https://github.com/pygame/pygame/commit/d77459ceca147a95c3f6b557d21d125d4ae44713
